Marion Island,PB1,PB1_1C,ACE_ITRAX_16922,6.4,86.4,86.4,0.05,2422.46,3830.22,3162.68,3156.27,0.0267,6.61,1,TRUE,17783,63077,1.41,22,29,10,0,29,0,25,1027,2892,44,67,179,26522,249,172,36,99,0,93,504,149,2147,0,998,0,0,0,82,125,150,0,21961,4696,7,26657,4.67653322,0.213833614,3.75,4.56,121.6
Marion Island,PB1,PB1_1C,ACE_ITRAX_16923,6.5,86.5,86.5,0.05,2427.47,3831.62,3166.08,3160.02,0.0267,6.62,1,TRUE,18524,67639,1.43,6,12,10,0,21,5,37,1276,3569,44,95,204,28855,280,227,160,174,0,175,873,0,2337,0,985,0,0,0,28,120,36,64,22553,4822,44,27375,4.677104936,0.213807476,3.75,3.2,85.47
Marion Island,PB1,PB1_1C,ACE_ITRAX_16924,6.6,86.6,86.6,0.05,2432.25,3835.44,3170.98,3163.78,0.0266,6.63,1,TRUE,18563,67003,1.33,7,15,8,0,16,0,36,1245,3802,56,75,212,28085,318,192,142,205,0,14,981,0,2080,0,1075,0,0,0,37,106,141,117,22766,4735,0,27501,4.808025343,0.207985593,3.76,4.3,114.36
Marion Island,PB1,PB1_1C,ACE_ITRAX_16925,6.7,86.7,86.7,0.05,2437.21,3838.68,3174.83,3167.53,0.0267,6.64,1,TRUE,18995,66571,1.38,24,36,0,4,31,0,57,1067,3749,65,63,184,26496,176,128,142,166,0,57,856,43,2241,0,1236,0,20,0,0,76,34,88,24086,4818,0,28904,4.99916978,0.200033214,3.75,4.1,109.33
Marion Island,PB1,PB1_1C,ACE_ITRAX_16926,6.8,86.8,86.8,0.05,2440.57,3841.11,3178.89,3171.28,0.0267,6.64,1,TRUE,18748,65742,1.44,41,69,29,31,29,29,48,1078,3469,67,83,153,26101,398,165,152,70,0,43,905,97,1886,0,1103,0,23,0,61,70,0,0,24099,4747,126,28846,5.076680008,0.196979128,3.75,2.9,77.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16927,6.9,86.9,86.9,0.05,2442.32,3843.23,3182.49,3175.03,0.0267,6.65,1,TRUE,17867,61732,1.37,16,19,38,28,30,21,27,1431,3103,66,52,172,23349,266,200,195,86,0,65,735,50,2043,0,990,0,12,0,75,37,8,34,23033,4946,128,27979,4.65689446,0.21473538,3.75,1.93,51.6
Marion Island,PB1,PB1_1C,ACE_ITRAX_16928,7,87,87,0.05,2447.27,3847.84,3187.52,3178.78,0.0267,6.64,1,TRUE,18970,65202,1.36,25,44,22,30,0,0,22,1033,3202,56,35,125,25545,310,148,107,178,0,0,861,0,2000,0,1171,0,0,0,47,101,134,0,24212,5167,0,29379,4.685891233,0.213406575,3.75,4.78,127.47
Marion Island,PB1,PB1_1C,ACE_ITRAX_16929,7.1,87.1,87.1,0.05,2453.48,3851.18,3191.14,3182.54,0.0266,6.65,1,TRUE,19732,71102,1.37,39,51,48,0,11,16,85,1505,4150,81,68,176,29839,408,177,166,157,77,49,924,0,1994,0,1120,0,9,0,63,0,9,0,24327,5002,89,29329,4.863454618,0.20561516,3.76,4.77,126.99
Marion Island,PB1,PB1_1C,ACE_ITRAX_16930,7.2,87.2,87.2,0.05,2457.48,3854.5,3194.94,3186.29,0.0267,6.65,1,TRUE,18878,69823,1.4,0,16,23,0,13,0,32,1606,4233,69,75,181,29921,311,179,161,220,127,0,766,0,2075,43,1159,0,0,0,75,0,58,0,23073,4708,0,27781,4.900807137,0.204048021,3.75,3.66,97.6
Marion Island,PB1,PB1_1C,ACE_ITRAX_16931,7.3,87.3,87.3,0.05,2461.73,3856.77,3198.78,3190.04,0.0267,6.66,1,TRUE,18377,67041,1.45,14,22,47,30,36,13,61,1551,4128,101,73,169,27880,227,161,123,136,0,84,891,116,1894,0,1053,0,17,0,61,160,124,54,22660,4556,88,27216,4.973661106,0.201059135,3.75,3.26,86.93
Marion Island,PB1,PB1_1C,ACE_ITRAX_16932,7.4,87.4,87.4,0.05,2467.7,3860.11,3202.05,3193.79,0.0267,6.65,1,TRUE,17665,62313,1.34,0,27,38,12,13,8,59,1385,3896,47,63,147,24378,119,152,112,119,0,21,709,0,1761,0,1086,0,8,0,22,99,85,18,22603,4739,0,27342,4.76957164,0.209662434,3.75,4.65,124.13
Marion Island,PB1,PB1_1C,ACE_ITRAX_16933,7.5,87.5,87.5,0.05,2469.5,3864.49,3205.81,3197.54,0.0267,6.64,1,TRUE,16879,57484,1.27,0,35,21,8,25,0,33,919,2737,143,42,153,20800,66,121,133,183,0,57,756,95,1895,0,1073,0,13,0,45,95,75,0,22889,4561,8,27450,5.018417014,0.199266023,3.75,3.09,82.4
Marion Island,PB1,PB1_1C,ACE_ITRAX_16934,7.6,87.6,87.6,0.05,2474.48,3866.64,3210.62,3201.3,0.0266,6.64,1,TRUE,18519,66885,1.39,10,25,27,7,5,9,7,1202,3940,56,66,168,26970,271,185,197,168,0,75,845,19,2330,0,1198,0,0,0,48,17,0,0,23529,4903,101,28432,4.798898633,0.208381147,3.76,3.57,94.81
Marion Island,PB1,PB1_1C,ACE_ITRAX_16935,7.7,87.7,87.7,0.05,2479.69,3868.04,3215.37,3205.05,0.0267,6.65,1,TRUE,19503,72471,1.39,0,0,9,0,24,0,61,1571,4483,52,79,187,31524,213,169,123,185,0,0,773,4,2413,0,1036,0,0,0,21,20,0,32,23817,5038,116,28855,4.727471219,0.21152958,3.75,3.31,88.13
Marion Island,PB1,PB1_1C,ACE_ITRAX_16936,7.8,87.8,87.8,0.05,2486.1,3871.32,3218.62,3208.8,0.0267,6.65,1,TRUE,18389,67739,1.36,0,35,25,21,15,19,52,1411,4319,76,78,191,28404,96,197,193,148,7,0,985,0,1946,0,1189,0,0,0,92,0,0,0,22872,4835,46,27707,4.730506722,0.211393844,3.75,4.85,129.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16937,7.9,87.9,87.9,0.05,2492.88,3874.07,3223,3212.55,0.0267,6.66,1,TRUE,17402,61528,1.3,21,47,16,14,28,20,45,1241,3432,59,44,98,24928,208,117,92,57,0,135,660,10,1965,14,985,0,0,0,47,0,0,0,22060,4695,80,26755,4.698615548,0.212828649,3.75,4.77,127.07
Marion Island,PB1,PB1_1C,ACE_ITRAX_16938,8,88,88,0.05,2498.58,3877.14,3226.98,3216.3,0.0267,6.65,1,TRUE,17180,62265,1.19,0,35,7,0,13,6,40,1071,3510,8,99,156,25923,149,150,96,121,11,0,841,113,1829,0,1172,0,0,0,39,0,68,44,21884,4296,127,26180,5.094040968,0.196307805,3.75,4.38,116.93
Marion Island,PB1,PB1_1C,ACE_ITRAX_16939,8.1,88.1,88.1,0.05,2502.11,3879.66,3230.66,3220.06,0.0266,6.65,1,TRUE,17288,60998,1.39,6,22,12,12,29,12,35,1055,3046,96,55,157,23253,199,142,197,160,0,17,817,0,2127,0,1136,0,0,0,57,75,61,147,22715,4730,9,27445,4.802325581,0.208232446,3.76,3.03,80.45
Marion Island,PB1,PB1_1C,ACE_ITRAX_16940,8.2,88.2,88.2,0.05,2505.5,3881.52,3234.18,3223.81,0.0267,6.66,1,TRUE,17637,62559,1.28,0,14,23,9,5,19,37,1072,3260,0,48,118,24861,222,147,168,113,0,40,809,53,2058,0,1252,0,12,0,66,135,131,43,22563,4693,9,27256,4.807798849,0.207995391,3.75,2.63,70
Marion Island,PB1,PB1_1C,ACE_ITRAX_16941,8.3,88.3,88.3,0.05,2510.64,3883.94,3237.85,3227.56,0.0267,6.67,1,TRUE,18295,67941,1.42,6,20,32,9,39,14,26,1052,3677,98,48,131,28878,292,176,167,92,75,142,855,0,2118,0,1047,6,0,0,34,0,0,88,23270,4960,145,28230,4.691532258,0.213149979,3.75,3.78,100.8
Marion Island,PB1,PB1_1C,ACE_ITRAX_16942,8.4,88.4,88.4,0.05,2515.84,3887.28,3241.75,3231.31,0.0267,6.69,1,TRUE,18256,66659,1.42,0,12,25,0,37,0,46,1400,3941,48,98,184,27371,184,210,160,136,0,34,775,0,2152,0,1117,12,0,0,86,30,0,0,23135,4911,145,28046,4.710853187,0.212275773,3.75,4.27,113.87
Marion Island,PB1,PB1_1C,ACE_ITRAX_16943,8.5,88.5,88.5,0.05,2521.3,3889.79,3246.56,3235.06,0.0267,6.7,1,TRUE,18598,70301,1.36,0,43,26,14,36,5,77,1665,4541,34,83,170,31252,285,146,194,152,0,45,812,0,2162,0,1001,0,0,0,41,0,0,0,22169,4729,150,26898,4.687883273,0.213315892,3.75,3.98,106.27
Marion Island,PB1,PB1_1C,ACE_ITRAX_16944,8.6,88.6,88.6,0.05,2526.18,3892.86,3251.9,3238.82,0.0266,6.71,1,TRUE,16886,66688,1.34,6,37,35,0,31,26,45,1523,3735,16,55,140,32083,144,137,57,79,0,62,665,0,2010,0,873,0,16,0,56,47,0,0,19987,4309,8,24296,4.638431191,0.215590134,3.76,3.97,105.72
Marion Island,PB1,PB1_1C,ACE_ITRAX_16945,8.7,88.7,88.7,0.05,2529.05,3896.52,3257.02,3242.57,0.0267,6.7,1,TRUE,15950,61946,1.33,0,8,14,14,23,0,52,1516,3743,28,25,147,28307,175,122,77,183,22,0,621,35,1798,27,989,0,12,0,50,51,31,33,19309,4012,0,23321,4.812811565,0.207778756,3.75,3.27,87.07
Marion Island,PB1,PB1_1C,ACE_ITRAX_16946,8.8,88.8,88.8,0.05,2529.55,3904.2,3260.39,3246.32,0.0267,6.67,1,TRUE,16198,62923,1.36,0,6,20,9,29,20,56,1735,4188,32,67,181,28496,144,143,89,140,11,0,607,0,2017,0,947,16,0,0,76,0,0,0,19140,4155,169,23295,4.606498195,0.217084639,3.75,4.09,109.07
Marion Island,PB1,PB1_1C,ACE_ITRAX_16947,8.9,88.9,88.9,0.05,2533.73,3907.68,3263.94,3250.07,0.0267,6.65,1,TRUE,15797,57656,1.33,0,0,17,26,29,16,39,1350,3464,79,57,169,23397,166,153,81,148,36,53,618,0,1943,0,919,4,12,0,58,40,95,0,19766,4369,15,24135,4.524147402,0.221036123,3.75,3.83,102.13
Marion Island,PB1,PB1_1C,ACE_ITRAX_16948,9,89,89,0.05,2534.29,3911.81,3268.05,3253.82,0.0267,6.63,1,TRUE,17470,67687,1.42,0,42,32,0,33,12,61,1594,4224,54,79,216,32316,271,104,138,155,0,129,492,77,2072,0,1005,0,0,0,47,35,149,81,19552,4069,61,23621,4.805111821,0.208111702,3.75,2.35,62.53
Marion Island,PB1,PB1_1C,ACE_ITRAX_16949,9.1,89.1,89.1,0.05,2542.06,3917.32,3271.4,3257.57,0.0267,6.64,1,TRUE,16555,63325,1.36,53,55,53,25,24,0,53,1523,3760,80,99,204,27676,146,206,175,166,0,0,589,36,2146,0,1070,0,18,0,52,0,0,0,19900,4595,6,24495,4.330794342,0.230904523,3.75,6.64,177.07
Marion Island,PB1,PB1_1C,ACE_ITRAX_16950,9.2,89.2,89.2,0.05,2545.7,3921.07,3275.71,3261.33,0.0266,6.62,1,TRUE,16886,62785,1.4,7,44,23,16,8,11,63,1243,3358,64,55,149,26818,118,152,124,136,0,29,602,0,2147,0,1115,0,12,0,0,93,0,16,21287,4569,53,25856,4.659006347,0.214638042,3.76,3.69,98.27
Marion Island,PB1,PB1_1C,ACE_ITRAX_16951,9.3,89.3,89.3,0.05,2547.61,3924.42,3279.63,3265.08,0.0267,6.63,1,TRUE,17467,63490,1.44,16,26,23,8,10,0,38,1308,3426,83,68,150,26284,98,182,143,166,0,77,679,74,2327,0,970,0,7,0,22,74,6,0,21934,4748,50,26682,4.619629318,0.216467585,3.75,2.63,70.13
Marion Island,PB1,PB1_1C,ACE_ITRAX_16952,9.4,89.4,89.4,0.05,2548.39,3928.29,3283.56,3268.83,0.0267,6.64,1,TRUE,18117,66517,1.35,0,23,14,8,13,8,39,1192,3825,73,67,189,27845,224,186,183,145,0,69,746,43,2322,0,1062,11,7,0,35,20,34,0,22621,4954,63,27575,4.566209124,0.219000044,3.75,2.32,62
Marion Island,PB1,PB1_1C,ACE_ITRAX_16953,9.5,89.5,89.5,0.05,2549.78,3933.11,3288.24,3272.58,0.0267,6.67,1,TRUE,18179,66981,1.34,0,15,0,25,23,11,48,1268,4091,79,47,162,29176,285,138,205,177,0,0,696,111,2204,0,1141,0,0,0,38,41,39,0,21866,4574,86,26440,4.78049847,0.209183207,3.75,3.11,82.8
Marion Island,PB1,PB1_1C,ACE_ITRAX_16954,9.6,89.6,89.6,0.05,2552.09,3936.74,3293.32,3276.33,0.0267,6.68,1,TRUE,18082,67935,1.33,16,22,0,11,0,5,47,1410,4507,38,89,219,29598,305,152,144,158,0,52,716,33,2354,0,1021,0,0,0,75,9,28,74,21532,4576,50,26108,4.70541958,0.212520899,3.75,2.97,79.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16955,9.7,89.7,89.7,0.05,2556.01,3939.41,3298.18,3280.09,0.0266,6.69,1,TRUE,17392,63980,1.32,20,10,50,22,13,33,54,1657,4114,50,95,179,27008,284,189,48,115,0,30,579,118,2227,0,950,0,19,0,60,95,26,0,20862,4549,80,25411,4.586062871,0.218051961,3.76,3.3,87.63
Marion Island,PB1,PB1_1C,ACE_ITRAX_16956,9.8,89.8,89.8,0.05,2560,3943.33,3301.36,3283.84,0.0267,6.7,1,TRUE,17031,62255,1.3,27,44,35,17,23,0,47,1285,3865,62,51,169,25522,258,132,91,195,0,57,583,82,2055,0,1140,0,0,0,21,48,54,0,21281,4484,77,25765,4.745985727,0.210704384,3.75,3.95,105.47
Marion Island,PB1,PB1_1C,ACE_ITRAX_16957,9.9,89.9,89.9,0.05,2562.61,3948.42,3305.93,3287.59,0.0267,6.68,1,TRUE,17148,63495,1.28,26,31,12,6,15,0,65,1357,3669,42,76,158,27558,182,169,155,140,0,32,636,0,2176,0,1063,0,0,0,66,51,0,102,20508,4611,90,25119,4.447625244,0.224839087,3.75,3.85,102.67
Marion Island,PB1,PB1_1C,ACE_ITRAX_16958,10,90,90,0.05,2565.21,3951.87,3309.21,3291.34,0.0267,6.67,1,TRUE,16814,62643,1.29,0,10,4,0,5,0,23,1013,3146,97,48,132,27196,308,196,117,136,0,33,741,103,1798,0,1035,0,0,0,0,7,23,0,21164,4805,85,25969,4.404578564,0.227036477,3.75,3.02,80.67
Marion Island,PB1,PB1_1C,ACE_ITRAX_16959,10.1,90.1,90.1,0.05,2570.17,3954.09,3312.95,3295.11,0.0265,6.66,1,TRUE,17145,62725,1.42,34,63,22,31,36,11,49,1048,3435,47,84,142,26455,179,156,117,108,0,104,691,103,2095,0,1025,0,0,0,48,132,137,0,21225,4689,0,25914,4.526551504,0.220918728,3.77,3.59,95.23
Marion Island,PB1,PB1_1C,ACE_ITRAX_16960,10.2,90.2,90.2,0.05,2576.49,3957.02,3316.61,3298.89,0.0265,6.66,1,TRUE,17269,64714,1.59,0,15,17,11,33,0,64,1244,4056,57,66,167,27674,159,191,167,131,35,35,702,15,2236,0,1100,0,17,0,98,0,0,0,21149,4695,18,25844,4.50457934,0.221996312,3.78,4.62,122.35
Marion Island,PB1,PB1_1C,ACE_ITRAX_16961,10.3,90.3,90.3,0.05,2581.35,3958.55,3320.37,3302.66,0.0265,6.67,1,TRUE,17683,67649,1.34,18,27,12,21,18,0,34,1575,4410,89,61,187,29793,81,151,177,132,0,116,659,53,2356,40,1102,0,0,0,94,0,0,0,21082,4663,52,25745,4.52112374,0.221183948,3.77,3.2,84.75
Marion Island,PB1,PB1_1C,ACE_ITRAX_16962,10.4,90.4,90.4,0.05,2585.51,3961.39,3323.79,3306.43,0.0265,6.68,1,TRUE,17570,66672,1.35,21,33,45,15,9,5,54,1434,4526,22,81,209,29041,214,135,170,200,0,78,761,41,2167,0,1216,0,15,0,60,51,0,0,20750,4652,0,25402,4.46044712,0.224192771,3.77,3.5,92.84
Marion Island,PB1,PB1_1C,ACE_ITRAX_16963,10.5,90.5,90.5,0.05,2589.51,3964.18,3327.01,3310.2,0.0265,6.69,1,TRUE,18150,70156,1.31,0,24,18,0,27,20,58,1563,4667,38,107,151,31624,119,159,172,156,0,37,737,0,2348,33,1144,0,0,0,80,8,0,191,21378,4751,31,26129,4.499684277,0.222237815,3.77,3.39,90.05
Marion Island,PB1,PB1_1C,ACE_ITRAX_16964,10.6,90.6,90.6,0.05,2595.72,3966.66,3329.91,3313.98,0.0265,6.7,1,TRUE,18617,72665,1.42,5,23,22,16,21,0,60,1677,4976,119,69,161,32949,134,121,184,178,0,143,727,91,2421,0,1265,0,0,0,57,56,146,0,21692,4809,33,26501,4.510709087,0.221694634,3.78,4.34,114.95
Marion Island,PB1,PB1_1C,ACE_ITRAX_16965,10.7,90.7,90.7,0.05,2601.54,3968.44,3333.74,3317.75,0.0265,6.7,1,TRUE,17710,68904,1.3,0,26,36,5,15,5,55,1616,4617,59,62,208,31823,164,89,158,151,0,49,602,0,2296,0,1110,0,18,0,47,0,49,0,20746,4434,139,25180,4.678845286,0.213727948,3.77,3.8,100.8
Marion Island,PB1,PB1_1C,ACE_ITRAX_16966,10.8,90.8,90.8,0.05,2604.8,3969.87,3337.44,3321.52,0.0265,6.7,1,TRUE,16499,61508,1.35,0,0,20,0,0,5,37,1393,3617,101,31,176,26534,174,107,122,103,0,111,632,0,2136,0,1123,0,0,0,5,71,0,9,20223,4299,72,24522,4.704117237,0.212579736,3.77,2.35,62.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16967,10.9,90.9,90.9,0.05,2605.72,3971.91,3341.71,3325.29,0.0265,6.7,1,TRUE,16661,64261,1.35,0,16,20,0,26,0,24,1355,3907,9,80,162,29749,136,116,142,151,0,0,619,0,2268,0,1028,0,0,0,40,79,11,101,19439,4314,0,23753,4.506026889,0.221924996,3.77,1.48,39.26
Marion Island,PB1,PB1_1C,ACE_ITRAX_16968,11,91,91,0.05,2610.19,3973.86,3345.26,3329.07,0.0265,6.69,1,TRUE,17029,67671,1.37,0,0,14,7,23,16,55,1427,4003,130,96,224,32575,68,157,140,213,0,21,613,0,2224,83,1262,4,0,0,29,42,58,0,19426,4205,6,23631,4.619738407,0.216462473,3.78,3.21,84.92
Marion Island,PB1,PB1_1C,ACE_ITRAX_16969,11.1,91.1,91.1,0.05,2614.95,3974.69,3349.83,3332.84,0.0265,6.69,1,TRUE,17016,67389,1.41,0,19,15,0,18,12,30,1416,4132,85,81,177,32326,0,182,190,131,0,28,566,0,2115,36,1071,0,15,0,32,0,26,0,19687,4450,0,24137,4.424044944,0.226037487,3.77,2.79,74.14
Marion Island,PB1,PB1_1C,ACE_ITRAX_16970,11.2,91.2,91.2,0.05,2620.45,3976.61,3354.06,3336.61,0.0265,6.69,1,TRUE,17034,68252,1.3,0,18,20,0,30,0,48,1509,4323,103,50,178,32041,209,171,164,166,0,58,667,90,2430,35,1060,0,0,0,50,153,24,67,19610,4360,0,23970,4.497706422,0.222335543,3.77,3.71,98.41
Marion Island,PB1,PB1_1C,ACE_ITRAX_16971,11.3,91.3,91.3,0.05,2623.31,3978.14,3358.76,3340.38,0.0265,6.68,1,TRUE,17145,69052,1.45,7,0,44,0,29,0,50,1536,4207,63,51,181,33448,207,197,130,138,0,65,589,0,2110,0,1124,0,0,0,12,0,0,0,19838,4445,77,24283,4.462992126,0.224064926,3.77,2.19,58.22
Marion Island,PB1,PB1_1C,ACE_ITRAX_16972,11.4,91.4,91.4,0.05,2629.86,3980.6,3362.32,3344.16,0.0265,6.69,1,TRUE,16634,66540,1.35,22,28,17,15,21,8,63,1391,3868,74,62,163,32158,255,158,118,70,0,8,547,26,2322,0,1046,0,0,0,47,148,56,70,19092,4227,76,23319,4.516678495,0.221401634,3.78,4.51,119.18
Marion Island,PB1,PB1_1C,ACE_ITRAX_16973,11.5,91.5,91.5,0.05,2630.57,3983.03,3365.57,3347.93,0.0265,6.68,1,TRUE,17236,69554,1.3,0,0,0,0,13,0,34,1824,4422,84,63,175,33993,228,154,187,122,33,115,656,43,2183,39,1006,0,12,0,50,16,53,38,19082,4401,23,23483,4.335832765,0.230636202,3.77,1.57,41.64
Marion Island,PB1,PB1_1C,ACE_ITRAX_16974,11.6,91.6,91.6,0.05,2638.59,3986.37,3370.15,3351.7,0.0265,6.68,1,TRUE,16684,65844,1.46,6,35,24,0,11,0,72,1660,4521,101,48,167,31048,130,134,155,142,0,79,646,0,2126,0,969,0,9,0,13,0,46,0,18863,4216,84,23079,4.47414611,0.223506335,3.77,5.68,150.66
Marion Island,PB1,PB1_1C,ACE_ITRAX_16975,11.7,91.7,91.7,0.05,2642.8,3987.89,3375.07,3355.47,0.0265,6.67,1,TRUE,16798,65837,1.54,8,18,0,12,26,11,59,1430,4216,78,86,144,31914,191,139,180,68,28,0,592,119,2143,0,974,0,0,7,18,0,0,0,18799,4055,130,22854,4.636004932,0.215702963,3.77,2.87,75.99
Marion Island,PB1,PB1_1C,ACE_ITRAX_16976,11.8,91.8,91.8,0.05,2645.75,3990.32,3379.19,3359.25,0.0265,6.66,1,TRUE,16262,63525,1.25,17,15,21,13,27,0,25,1198,3821,57,81,140,29942,232,126,111,152,0,6,611,0,2130,33,1072,4,0,0,28,6,45,74,18925,4084,23,23009,4.633937316,0.215799207,3.78,2.69,71.16
Marion Island,PB1,PB1_1C,ACE_ITRAX_16977,11.9,91.9,91.9,0.05,2650.2,3992.75,3383.62,3363.02,0.0265,6.66,1,TRUE,16085,63540,1.36,5,19,23,13,0,0,44,1304,3670,91,71,184,30165,260,138,126,164,0,46,475,62,2268,0,1001,0,0,0,57,0,0,0,18522,4297,73,22819,4.310449151,0.231994385,3.77,3.44,91.25
Marion Island,PB1,PB1_1C,ACE_ITRAX_16978,12,92,92,0.05,2652.49,3995.62,3387.09,3366.79,0.0265,6.66,1,TRUE,16277,60825,1.41,32,34,23,36,10,24,44,943,3316,131,61,180,26388,271,164,106,59,0,0,579,80,2121,0,1157,0,0,0,61,13,49,0,19850,4524,0,24374,4.387709991,0.22790932,3.77,2.58,68.44
Marion Island,PB1,PB1_1C,ACE_ITRAX_16979,12.1,92.1,92.1,0.05,2657.13,3998.99,3390.61,3370.56,0.0265,6.67,1,TRUE,17198,65469,1.36,0,12,17,11,0,0,29,1213,3978,73,76,192,30506,183,144,138,179,0,0,659,100,2132,0,1119,0,9,0,96,73,15,0,19653,4192,88,23845,4.688215649,0.213300768,3.77,4.01,106.23
Marion Island,PB1,PB1_1C,ACE_ITRAX_16980,12.2,92.2,92.2,0.05,2663.86,4001.25,3394.61,3374.34,0.0265,6.67,1,TRUE,17033,66079,1.33,0,29,11,9,15,4,22,1373,4161,46,128,230,30868,325,149,193,57,0,32,691,0,2179,0,1062,0,0,0,67,10,0,0,19237,4473,53,23710,4.300693047,0.232520663,3.78,4.5,118.92
Marion Island,PB1,PB1_1C,ACE_ITRAX_16981,12.3,92.3,92.3,0.05,2669.24,4005.21,3398.27,3378.11,0.0265,6.68,1,TRUE,17616,70090,1.38,12,43,28,0,15,0,36,1440,4483,62,75,219,33851,233,185,113,140,57,61,598,58,2243,54,926,0,0,0,32,0,0,0,19930,4675,122,24605,4.263101604,0.234570998,3.77,4.67,123.87
Marion Island,PB1,PB1_1C,ACE_ITRAX_16982,12.4,92.4,92.4,0.05,2672.94,4007.59,3402.41,3381.88,0.0265,6.69,1,TRUE,17226,68058,1.41,0,21,12,0,0,0,27,1365,4098,97,67,183,32136,253,145,145,136,0,187,645,0,2408,0,1122,0,12,0,24,42,0,0,19625,4588,63,24213,4.277462947,0.233783439,3.77,3.04,80.64
Marion Island,PB1,PB1_1C,ACE_ITRAX_16983,12.5,92.5,92.5,0.05,2676.7,4010.03,3407.81,3385.65,0.0265,6.67,1,TRUE,17211,66485,1.44,0,13,7,0,27,0,56,1328,4015,105,62,207,30410,305,168,92,109,0,16,592,28,2326,24,1120,0,0,0,95,65,34,0,20125,4616,0,24741,4.359835355,0.22936646,3.77,3.1,82.23
Marion Island,PB1,PB1_1C,ACE_ITRAX_16984,12.6,92.6,92.6,0.05,2680.39,4013.22,3411.19,3389.43,0.0265,6.66,1,TRUE,17805,70481,1.36,9,22,0,0,8,8,43,1370,4090,77,88,168,33480,228,189,151,246,0,108,687,74,2399,121,1105,0,0,0,50,61,0,0,20418,4725,148,25143,4.321269841,0.231413459,3.78,3.44,91.01
Marion Island,PB1,PB1_1C,ACE_ITRAX_16985,12.7,92.7,92.7,0.05,2683.16,4017.28,3415.03,3393.2,0.0265,6.65,1,TRUE,17365,68276,1.35,18,31,32,0,15,12,49,1516,4112,72,67,205,31947,240,166,147,226,0,208,603,0,2184,0,977,0,23,0,98,154,69,47,19967,4469,24,24436,4.467889908,0.223819302,3.77,3.42,90.58
Marion Island,PB1,PB1_1C,ACE_ITRAX_16986,12.8,92.8,92.8,0.05,2687.8,4019.04,3418.53,3396.97,0.0265,6.65,1,TRUE,16824,65227,1.6,0,11,8,0,0,0,9,1241,3694,60,79,154,30531,158,155,119,134,0,54,509,89,2383,0,986,0,0,0,95,162,97,0,19381,4487,0,23868,4.31936706,0.231515402,3.77,3.2,84.88
Marion Island,PB1,PB1_1C,ACE_ITRAX_16987,12.9,92.9,92.9,0.05,2691.5,4020.78,3422.47,3400.74,0.0265,6.65,1,TRUE,18002,71236,1.38,14,18,33,13,0,15,56,1391,4050,108,70,196,35203,220,144,130,106,0,56,609,0,2328,0,1178,0,0,0,120,44,0,0,20073,4492,76,24565,4.468610864,0.223783191,3.77,2.72,72.15
Marion Island,PB1,PB1_1C,ACE_ITRAX_16988,13,93,93,0.05,2696.09,4022.13,3426.6,3404.51,0.0265,6.64,1,TRUE,18030,73330,1.5,0,0,6,5,6,5,64,1602,4433,118,97,243,36605,153,172,99,184,0,133,692,0,2308,63,1168,0,9,0,41,109,90,0,19876,4439,130,24315,4.477585042,0.223334675,3.77,2.97,78.78
Marion Island,PB1,PB1_1C,ACE_ITRAX_16989,13.1,93.1,93.1,0.05,2698.96,4024.34,3431.19,3408.29,0.0265,6.64,1,TRUE,17956,70378,1.37,0,6,25,0,0,0,22,1328,4387,59,74,175,32681,247,160,176,76,0,59,767,111,2549,0,1240,0,0,0,69,0,33,0,20881,4716,22,25597,4.42769296,0.225851252,3.78,2.54,67.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16990,13.2,93.2,93.2,0.05,2702.63,4025.12,3435.64,3412.06,0.0265,6.64,1,TRUE,18922,75474,1.53,21,27,23,20,25,0,51,1860,4351,38,96,187,36012,263,176,259,138,0,176,664,39,2394,81,1301,0,0,0,87,0,93,18,21391,4984,144,26375,4.291934189,0.232995185,3.77,2.22,59.02
Marion Island,PB1,PB1_1C,ACE_ITRAX_16991,13.3,93.3,93.3,0.05,2706.37,4027.05,3439.49,3415.83,0.0265,6.63,1,TRUE,18359,73942,1.34,0,19,19,0,32,16,52,1842,4197,91,82,229,36520,139,121,164,121,41,160,707,189,2296,0,1061,0,0,0,115,0,72,11,20661,4455,62,25116,4.637710438,0.215623639,3.77,2.84,75.2
Marion Island,PB1,PB1_1C,ACE_ITRAX_16992,13.4,93.4,93.4,0.05,2710.05,4030.54,3444.2,3419.6,0.0265,6.63,1,TRUE,18506,79581,1.35,0,25,16,9,25,5,101,2198,5012,94,103,258,40665,175,169,203,182,0,151,693,175,2483,43,1159,0,9,0,72,20,19,28,20476,4535,150,25011,4.515104741,0.221478804,3.77,3.59,95.09
Marion Island,PB1,PB1_1C,ACE_ITRAX_16993,13.5,93.5,93.5,0.05,2713.79,4034.08,3447.76,3423.38,0.0265,6.6,1,TRUE,17688,72323,1.22,7,21,27,0,0,0,61,2021,4866,153,98,194,35689,80,195,94,163,25,130,695,26,2248,0,954,0,0,0,6,0,70,0,19510,4376,90,23886,4.458409506,0.224295233,3.78,3.64,96.3
